id	name	label	resource	description	synonyms	pmids	taxid	xrefs	raw_id
MONDO:0012784	recurrent Neisseria infections due to factor D deficiency	Disease	MONDO		recurrent Neisseria infections due to factor D deficiency			MESH:C565027|DOID:0070241|UMLS:C0398764|OMIM:613912|ORDO:169467|ICD-9:279.8|OMIM:612016	OMIM:612016
MONDO:0016085	complement factor H deficiency	Disease	MONDO		complement factor H deficiency			OMIM:609814|MESH:C562875|ORDO:93571|DOID:0060438|ICD-9:279.8|MESH:C535963	MESH:C535963
MESH:D003095	Collagen Diseases	Disease	CTD	Historically, a heterogeneous group of acute and chronic diseases, including rheumatoid arthritis, systemic lupus erythematosus, progressive systemic sclerosis, dermatomyositis, etc. This classification was based on the notion that 'collagen' was equivalent to 'connective tissue', but with the present recognition of the different types of collagen and the aggregates derived from them as distinct entities, the term 'collagen diseases' now pertains exclusively to those inherited conditions in which the primary defect is at the gene level and affects collagen biosynthesis, post-translational modification, or extracellular processing directly. (From Cecil Textbook of Medicine, 19th ed, p1494)				DOID:854|MESH:D003095	
MONDO:0013695	Colorectal Cancer, Hereditary Nonpolyposis, Type 6	Disease	MONDO					MESH:C566039	MESH:C566039
MONDO:0009306	Combined Cellular And Humoral Immune Defects With Granulomas	Disease	MONDO					MESH:C567115	MESH:C567115
MONDO:0013971	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 12	Disease	MONDO					OMIM:614924|DOID:0111493	OMIM:614924
MONDO:0020727	COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 22	Disease	MONDO					OMIM:616045|DOID:0111498	OMIM:616045
MONDO:0013417	Complement Component 3 Deficiency, Autosomal Recessive	Disease	MONDO					MESH:C565169	MESH:C565169
MONDO:0012412	Complement Component 7 Deficiency	Disease	MONDO					MESH:C566443	MESH:C566443
MONDO:0014255	COMPLEMENT FACTOR B DEFICIENCY	Disease	MONDO					OMIM:615561	OMIM:615561
MONDO:0013487	Complement Factor D Deficiency	Disease	MONDO					MESH:C565027	MESH:C565027
MONDO:0012350	Complement Factor H Deficiency	Disease	MONDO					MESH:C562875	MESH:C562875
MESH:C537806	18-Hydroxylase deficiency	Disease	MESH						
MESH:C536769	46, XY female	Disease	MESH						
MESH:D020222	Abducens Nerve Injury	Disease	MESH	Traumatic injury to the abducens, or sixth, cranial nerve. Injury to this nerve results in lateral rectus muscle weakness or paralysis. The nerve may be damaged by closed or penetrating CRANIOCEREBRAL TRAUMA or by facial trauma involving the orbit.					
MESH:C540309	Abetalipoproteinemia neuropathy	Disease	MESH						
MESH:D063485	Acanthocheilonemiasis	Disease	MESH	A tropical infectious disease found mainly in Africa that is caused by the filarial parasite ACANTHOCHEILONEMA. Symptoms include skin rashes, abdominal, chest, muscle, and joint pains, neurologic disorders, skin lumps, and elevated levels of white blood cells. The parasite is transmitted through the bite of small flies.					
MESH:C536016	Achondrogenesis type 1B	Disease	MESH						
MESH:C536019	Achondrogenesis, type 4	Disease	MESH						
MESH:C536020	Achondroplasia and Swiss type agammaglobulinemia	Disease	MESH						
MESH:C566780	Actinic Prurigo	Disease	MESH						
MESH:C531736	Acute malaria	Disease	MESH						
MESH:C538224	Adams Nance syndrome	Disease	MESH						
OMIM:606771	ADIPONECTIN, SERUM LEVEL OF, QUANTITATIVE TRAIT LOCUS 3	Disease	OMIM						
MESH:C579887	African Hemochromatosis	Disease	MESH						
MESH:D000435	Alcoholic Intoxication	Disease	MESH	An acute brain syndrome which results from the excessive ingestion of ETHANOL or ALCOHOLIC BEVERAGES.					
MESH:D059707	Aliivibrio Infections	Disease	MESH	Infections with bacteria of the genus ALIIVIBRIO.					
MESH:D016301	Alveolar Bone Loss	Disease	MESH	Resorption or wasting of the tooth-supporting bone (ALVEOLAR PROCESS) in the MAXILLA or MANDIBLE.					
MESH:C563799	Amish Infantile Epilepsy Syndrome	Disease	MESH						
MESH:C565965	AMR Syndrome	Disease	MESH						
MESH:D000086582	Anosmia	Disease	MESH	Complete or severe loss of the subjective sense of smell. Loss of smell may be caused by many factors such as a cold, allergy, OLFACTORY NERVE DISEASES, viral RESPIRATORY TRACT INFECTIONS (e.g., COVID-19), aging and various neurological disorders (e.g., ALZHEIMER DISEASE).					
MESH:C000718907	Ansa pancreatica	Disease	MESH						
MESH:D054882	Antley-Bixler Syndrome Phenotype	Disease	MESH	An inherited condition characterized by multiple malformations of CARTILAGE and bone including CRANIOSYNOSTOSIS; midface hypoplasia; radiohumeral SYNOSTOSIS; CHOANAL ATRESIA; femoral bowing; neonatal fractures; and multiple joint CONTRACTURES and, occasionally, urogenital, gastrointestinal or cardiac defects. In utero exposure to FLUCONAZOLE, as well as mutations in at least two separate genes are associated with this condition - POR (encoding P450 (cytochrome) oxidoreductase (NADPH-FERRIHEMOPROTEIN REDUCTASE)) and FGFR2 (encoding FIBROBLAST GROWTH FACTOR RECEPTOR 2).					
MESH:D000094666	Aortic Intramural Hematoma	Disease	MESH	An atypical form of AORTIC DISSECTION in which subintimal dissection of the aortic TUNICA MEDIA without initial laceration of the aortic TUNICA INTIMA. It may begin from a rupture of the VASA VASORUM feeding aortic media.					
MESH:D053714	Aspermia	Disease	MESH	A condition characterized by the complete absence of SEMEN. This disorder should be differentiated from AZOOSPERMIA, absence of sperm in the semen.					
MESH:C565935	Asthma, Nasal Polyps, And Aspirin Intolerance	Disease	MESH						
MESH:C566615	Autoimmune Lymphoproliferative Syndrome, Type I, Autosomal Recessive	Disease	MESH						
MESH:C566614	Autoimmune Lymphoproliferative Syndrome, Type IB	Disease	MESH						
MESH:C537789	Axenfeld-Rieger anomaly with cardiac defects and sensorineural hearing loss	Disease	MESH						
MESH:C000719194	Barophobia	Disease	MESH						
MESH:D001497	Battered Child Syndrome	Disease	MESH	A clinical condition resulting from repeated physical and psychological injuries inflicted on a child by the parents or caregivers.					
MESH:C000719195	Belonephobia	Disease	MESH						
MESH:C565549	Bernard-Soulier Syndrome, Type B	Disease	MESH						
MESH:D001630	Bezoars	Disease	MESH	Concretions of swallowed hair, fruit or vegetable fibers, or similar substances found in the alimentary canal.					
MESH:D059266	Bisphosphonate-Associated Osteonecrosis of the Jaw	Disease	MESH	Necrotic jaws or other maxillofacial skeleton necrosis associated with bisphosphonate use (see BISPHOSPHONATES). Injury, dental procedures, and trauma can trigger the necrotic process.					
MESH:D001734	Bites, Human	Disease	MESH	Bites inflicted by humans.					
MESH:C564009	Bladder Exstrophy and Epispadias Complex	Disease	MESH						
MESH:C536233	Blepharophimosis syndrome type 1	Disease	MESH						
OMIM:612362	BODY MASS INDEX QUANTITATIVE TRAIT LOCUS 12	Disease	OMIM						
MESH:C563218	Brachyolmia Type 2	Disease	MESH						
MESH:C537407	Bruck syndrome 2	Disease	MESH						
MESH:D002057	Burns, Chemical	Disease	MESH	Burns caused by contact with or exposure to CAUSTICS or strong ACIDS.					
MESH:C538511	Cancer of the oviduct	Disease	MESH						
MESH:C000726747	CANVAS syndrome	Disease	MESH						
MESH:D002249	Carbon Monoxide Poisoning	Disease	MESH	Toxic asphyxiation due to the displacement of oxygen from oxyhemoglobin by carbon monoxide.					
MESH:D002252	Carbon Tetrachloride Poisoning	Disease	MESH	Poisoning that results from ingestion, injection, inhalation, or skin absorption of CARBON TETRACHLORIDE.					
MESH:D016534	Cardiac Output, High	Disease	MESH	A state of elevated cardiac output due to conditions of either increased hemodynamic demand or reduced cardiac oxygen output. These conditions may include ANEMIA; ARTERIOVENOUS FISTULA; THYROTOXICOSIS; PREGNANCY; EXERCISE; FEVER; and HYPOXIA. In time, compensatory changes of the heart can lead to pathological form of high cardiac output and eventual HEART FAILURE.					
MESH:C566052	Cardiomyopathy, Dilated, 1t	Disease	MESH						
MESH:C563819	Cataract, Congenital, Cerulean Type, 3	Disease	MESH						
MESH:C564619	Cataract, Sutural, with Punctate and Cerulean Opacities	Disease	MESH						
MESH:D055499	Catheter-Related Infections	Disease	MESH	Infections resulting from the use of catheters. Proper aseptic technique, site of catheter placement, material composition, and virulence of the organism are all factors that can influence possible infection.					
MESH:D000071697	Cellulite	Disease	MESH	Skin lumpiness or skin surface dimpling often seen on the thighs, buttocks and abdomen. It is due to protrusion of SUBCUTANEOUS FAT into the DERMIS layer of skin.					
OMIM:602197	CEREBELLAR DEGENERATION-RELATED AUTOANTIGEN 3	Disease	OMIM						
MESH:C563564	Cerebelloparenchymal Disorder VI	Disease	MESH						
MESH:C562856	Cerebral Palsy, Ataxic, Autosomal Recessive	Disease	MESH						
MESH:C562434	Cerebrooculofacioskeletal Syndrome 1	Disease	MESH						
MESH:C564953	Ceroid Lipofuscinosis, Neuronal, 1	Disease	MESH						
MESH:C537948	Ceroid lipofuscinosis, neuronal 1, infantile	Disease	MESH						
MESH:C537956	Cervical hypertrichosis neuropathy	Disease	MESH						
MESH:C564179	Charcot-Marie-Tooth Disease, Foot Deformity of	Disease	MESH						
MESH:C539595	Charcot-Marie-Tooth disease, Type 4A, axonal form	Disease	MESH						
MESH:C565761	Charcot-Marie-Tooth Neuropathy, Type 4B2, with Early-Onset Glaucoma	Disease	MESH						
MESH:D000075562	Charles Bonnet Syndrome	Disease	MESH	Repetitive visual hallucinations experienced mostly by elderly with diminished visual acuity or visual field loss, with awareness of the fictional nature of their hallucinations. It is not associated with delusions and other sensory hallucinations.					
MESH:D023341	Chills	Disease	MESH	The sudden sensation of being cold. It may be accompanied by SHIVERING.					
MESH:C538043	Chromosome 16, uniparental disomy	Disease	MESH						
MESH:C538083	Chromosome 1, trisomy 1q32 qter	Disease	MESH						
MESH:C536809	Chromosome 3, monosomy 3q21 23	Disease	MESH						
MESH:C536810	Chromosome 3, monosomy 3q27	Disease	MESH						
MESH:C537816	Chromosome 7, monosomy 7q21	Disease	MESH						
MESH:C538023	Chromosome 9, duplication 9q21	Disease	MESH						
MESH:C538026	Chromosome 9, partial trisomy 9p	Disease	MESH						
MESH:C535453	Chromosome 9, trisomy 9q32	Disease	MESH						
MESH:D002872	Chromosome Deletion	Disease	MESH	Actual loss of portion of a chromosome.					
MESH:C000633744	chronic atypical neutrophilic dermatosis with lipodystrophy and elevated temperature	Disease	MESH						
MESH:D000094482	Chronic Inducible Urticaria	Disease	MESH	Chronic urticaria with identified triggering factor which is either physical, e.g., vibratory urticaria, or non-physical, e.g., aquagenic urticaria.					
MESH:D000089802	Chronic Limb-Threatening Ischemia	Disease	MESH	A severe form of peripheral artery disease in which a hypoperfusion of the BLOOD through an organ or tissue is caused by occlusion of peripheral arterial vessels. It is associated with the presence of chronic ischemic rest pain, ulceration or GANGRENE.					
MESH:D000070627	Chronic Traumatic Encephalopathy	Disease	MESH	Degenerative brain disease linked to repetitive brain trauma. Progressive symptoms may include MEMORY LOSS; AGGRESSION; or DEPRESSION.					
MESH:C566123	Cirrhosis, Familial	Disease	MESH						
MESH:D000067390	Cold Injury	Disease	MESH	A physical injury caused by exposure of the body to extremely low ambient temperatures that may lead to loss of body parts, or in extreme cases, death. Examples of cold injury are FROSTBITE and CHILBLAINS.					
MESH:C563972	Colorectal Cancer, Hereditary Nonpolyposis, Type 3	Disease	MESH						
